packet_length,flow_duration,fwd_packets/s,bwd_packets/s,flag_counts, Label
687,1022,91.86777969935042,15.052149166341355,4,BENIGN
1126,98823,60.06095425462361,81.67569301195282,2,BENIGN
1202,51456,94.08753563380648,20.730900318755797,4,BENIGN
632,10889,82.68388837118775,78.23883294600873,2,BENIGN
431,97820,66.69715169909072,73.45779231214132,4,DDoS
458,66756,57.718523671174815,30.048938560043236,3,BENIGN
328,44128,34.85736672419705,32.58231175644498,1,BENIGN
418,64584,15.928744524280514,79.25213919629192,3,BENIGN
270,32254,60.49539226905408,46.14455118873126,0,BENIGN
1057,82970,31.81115536181195,73.08180287118088,1,BENIGN
80,2436,86.64386675276454,14.798414736583476,3,BENIGN
1091,67879,99.33369373586285,85.25577819015535,0,BENIGN
174,19129,75.24277626155725,71.08847166823192,2,BENIGN
240,59301,9.048169528705074,90.69428088348339,2,BENIGN
819,32365,28.86855955306381,13.237237903497245,4,DDoS
969,43972,10.910963176574972,59.30145003605977,1,BENIGN
1096,46297,65.05116477917157,59.912058504032515,2,BENIGN
1111,55280,76.51908645557846,35.34607405467825,1,DDoS
542,23810,92.56748308807119,45.84664245692578,2,BENIGN
446,29586,43.817234641198766,3.798156328985347,4,BENIGN
844,72007,90.13756495884444,74.5860038627012,3,BENIGN
138,71995,87.78911590413276,54.9322479403174,4,BENIGN
723,64535,31.71957167653986,5.774105186917378,0,BENIGN
765,40731,86.8900625540571,68.07558929604855,2,BENIGN
1000,20203,37.56722518817265,46.67820772311879,0,DDoS
652,64872,29.68692745602808,3.4461259425,0,BENIGN
682,14482,64.90746587943931,96.96077268480954,1,BENIGN
1068,84391,32.83812278850811,94.91121430894405,2,BENIGN
1281,3856,63.02087483291442,51.290241614719754,0,DDoS
542,20709,60.98318054986945,9.36724207059102,3,BENIGN
806,16578,56.34389273484588,75.46212215985918,0,DDoS
437,39766,38.04197042327977,49.1931100105729,3,BENIGN
910,75783,54.849972165147676,30.24474782893799,1,BENIGN
834,99197,59.64854749854216,49.14181775285568,0,BENIGN
432,71415,54.56868884954734,52.244414540546444,4,BENIGN
246,77934,44.441945275120155,56.27116990223392,1,BENIGN
1078,14253,1.466705704626381,44.12237136553265,3,BENIGN
931,76425,58.706170770115094,60.575530313905666,1,BENIGN
903,13099,16.844438514271964,91.87347106063774,0,BENIGN
782,55418,64.25759689471896,36.226808709859114,2,BENIGN
1304,914,75.9344327922866,72.5716463219949,2,DDoS
603,76177,50.04453091307415,89.44525568242322,3,BENIGN
1060,90574,54.23636649797383,45.597927575993694,3,BENIGN
135,2543,95.14785596659911,44.34558363819041,2,BENIGN
524,76093,84.71673613725741,60.21169853547795,3,BENIGN
1470,76016,91.42365159514699,59.14067594224881,1,BENIGN
270,73419,81.37662883195864,80.6589342326277,4,BENIGN
788,17468,10.891834184673144,47.64833837782927,4,BENIGN
1234,15428,14.899185597019471,99.61229496394411,1,BENIGN
580,57042,52.662379726895956,5.947156886728077,4,BENIGN
1099,91851,24.606965879799823,0.31678485807017376,0,BENIGN
564,99231,47.66954750411592,64.01983115596238,1,BENIGN
1223,27406,39.43653238183502,29.84349123618767,3,BENIGN
1306,85551,54.941423843045335,24.03823886994838,1,BENIGN
1149,40015,74.68757161358226,31.189908000428048,2,BENIGN
617,37319,71.54909070992744,25.60475651049543,3,BENIGN
721,80979,52.12341324853343,3.079004966044785,2,DDoS
596,64744,82.23934188170581,97.15330423905887,3,BENIGN
1052,60379,43.08620915380333,22.074548845278173,4,BENIGN
685,53128,89.67142898401224,73.40297625893064,1,BENIGN
835,226,7.12802700551639,76.25963946941752,0,BENIGN
1091,52429,95.46600300333074,92.92573980072292,3,BENIGN
1403,27732,65.46930814313482,3.0549457093379973,3,BENIGN
1394,65410,38.00745089372053,87.20483384470077,2,BENIGN
1411,55276,19.715412657287736,52.722618083980024,4,BENIGN
1294,86166,47.91832294435999,63.25441099658279,2,BENIGN
229,44427,19.4558323185301,64.44702771210336,2,BENIGN
1288,69004,16.633160774314216,81.97978049847275,4,BENIGN
1448,3897,61.73517574129742,33.34073221591105,0,BENIGN
1440,47982,52.30847245817847,73.30511898599934,2,BENIGN
1346,13818,67.00960346109417,52.85781097221971,2,BENIGN
672,34660,92.96058774219892,79.33940143053478,3,BENIGN
667,76689,53.226021333904015,99.05460327701334,4,BENIGN
1012,22216,58.09320532627977,20.06510174037612,1,BENIGN
1322,36344,8.962633915494212,99.46486415599979,0,BENIGN
1422,1745,71.76357859086295,8.9812154282774,0,BENIGN
749,47623,39.99052068041562,0.23175479048138659,4,BENIGN
1474,19356,97.67252386625789,4.416193617783126,3,BENIGN
688,53273,82.31740155956602,34.17824047367617,3,BENIGN
357,37530,52.24810405161183,63.290633067843416,4,BENIGN
1288,39382,12.322265417216604,6.902954088784963,3,BENIGN
1297,63474,85.94157932805892,0.566581452956727,0,BENIGN
723,68344,79.97810954240217,93.70910284587947,0,BENIGN
703,11794,18.4585129537033,82.19266359399296,1,BENIGN
1437,56364,29.527828922031006,80.9183171139031,4,BENIGN
1296,75160,79.34072581478372,88.4424275501977,2,BENIGN
1176,97516,18.522844654740965,70.00342727721043,2,BENIGN
481,57645,91.77524891713773,10.440412974808144,1,BENIGN
603,39324,42.45274251963619,39.9100188073723,1,BENIGN
1331,98045,8.703896258765864,72.31494864646295,3,DDoS
1449,13324,81.57486435042809,28.033446079152093,1,BENIGN
1450,40838,37.35096830383876,68.74063641362376,1,BENIGN
1176,25250,52.6499194153781,2.449844826765235,2,BENIGN
991,63831,11.230434441121917,30.613734087959322,3,BENIGN
1144,49788,0.2584014844982385,54.91303362771727,1,BENIGN
738,73609,63.79852057932977,63.208982950624225,1,BENIGN
152,8677,51.51751703337316,57.704066446191085,3,BENIGN
41,8170,59.35385691231472,69.77562760734295,4,DDoS
681,8766,79.37438503805163,0.608874823983907,3,BENIGN
259,57861,64.66059134228601,10.094119997752149,2,BENIGN
894,36468,17.477344282737718,86.89442522791451,4,BENIGN
1288,6883,36.07725191105998,68.17486440901612,0,BENIGN
424,42014,90.58911047877604,11.29316426860113,3,BENIGN
1466,70607,76.9944700251679,84.20744373985792,2,BENIGN
1193,79126,55.663705793671724,24.22312178245669,4,BENIGN
1116,67626,25.56449978092723,47.825988419522346,3,BENIGN
769,70935,30.206050183479505,14.51965128846603,1,BENIGN
1479,45865,73.19580675856345,71.01100564217066,3,DDoS
286,20056,85.11742608527709,66.68544210142679,0,BENIGN
875,87995,67.14246695306144,21.11124711661362,3,DDoS
242,46340,80.95299757684418,86.34007668570018,4,BENIGN
1247,37248,76.6656135200406,40.13060242197122,4,BENIGN
162,94370,14.970396795695773,29.25150910707418,3,BENIGN
440,4857,42.3944812913302,15.232958946453545,4,BENIGN
806,19197,15.298380082856266,26.616801251553746,1,BENIGN
333,10495,23.52355848019848,2.2026921223816998,3,BENIGN
319,16341,86.92596246510526,58.32574924561156,1,BENIGN
923,27796,47.289196563318214,84.22307463439479,1,BENIGN
237,70580,53.53581018426608,54.898044944164184,2,BENIGN
1021,46263,17.844596522777213,21.927396192387572,3,BENIGN
791,19916,31.2271786048796,3.366917821387272,4,BENIGN
183,49940,23.024616842786994,21.462807325880284,1,BENIGN
648,52953,20.61861645184264,41.61214280710923,2,BENIGN
1264,25017,63.796079331597014,75.96114286997965,3,BENIGN
1187,96831,25.68838476457148,18.784285253777412,3,DDoS
226,21666,63.201548602041846,71.97914533546862,0,BENIGN
1389,75552,5.845461410855391,86.69334683518836,0,BENIGN
503,62923,14.177439352710186,45.394684810835706,1,BENIGN
1412,20906,27.45402540001254,82.14319916425933,0,BENIGN
699,75620,59.70469168956917,55.46573480350956,1,BENIGN
803,1859,67.5841245087376,63.709083708090496,4,BENIGN
994,42049,44.27169667795271,52.62784603382027,1,BENIGN
442,92474,44.579091457722896,46.31727167513417,0,BENIGN
1409,2582,72.45168513986181,23.465344177584935,4,BENIGN
186,24542,1.582109176558244,30.319405946104606,0,BENIGN
1211,33819,34.10900244742206,28.997011894360902,1,BENIGN
903,58166,81.87070571192328,56.328893095381474,2,DDoS
528,93601,60.321941021337224,11.995369302388992,3,BENIGN
968,2179,33.722713275542034,91.67916907023351,0,BENIGN
590,2817,90.55247923296739,72.06551452831133,1,BENIGN
377,59776,77.26227274493826,40.14456309131936,4,BENIGN
911,28052,26.48954472367334,15.862414452637797,0,DDoS
680,86544,64.52898375257169,88.19921697216358,0,BENIGN
512,42560,59.57507281889567,82.37780901011652,3,BENIGN
190,90497,40.11879140389827,72.17215527171793,1,BENIGN
1478,72947,36.695607920480064,27.154704741124235,2,BENIGN
1361,93707,34.35604747757039,40.24466374336689,4,BENIGN
302,89206,61.71557833956468,10.274825245242337,1,BENIGN
183,18549,44.24099364806695,18.903952472753172,4,DDoS
385,33636,83.1863113251422,78.30166373167329,0,BENIGN
663,64177,66.96026161339618,71.50387188506838,3,BENIGN
1056,38358,6.993160570943413,59.34857629759347,3,BENIGN
920,48402,64.01682238281661,89.57267259261728,2,BENIGN
41,28965,27.11474365001848,58.32665178130454,3,BENIGN
936,6745,59.28119916534227,46.69679999636107,0,BENIGN
1367,38100,68.01319311034514,34.03707463057627,2,BENIGN
293,26837,23.08291891540121,94.04485057361725,1,BENIGN
492,11585,45.68586448803686,8.271546152435349,3,BENIGN
1100,38665,19.03248628190678,93.08873720608084,2,BENIGN
1223,25622,5.233887578650831,82.67146599310183,0,BENIGN
1054,65255,37.84764234858691,12.992992453570128,4,BENIGN
48,55268,36.2944271845992,56.49843576752536,4,BENIGN
1296,52587,99.5480490704257,86.65479817490869,0,BENIGN
1162,12442,44.63523511976422,57.18091636071537,0,BENIGN
855,40906,33.35695494722004,90.71998215606223,4,BENIGN
247,48870,58.047500671667464,94.29838168160425,2,DDoS
1194,78723,8.876739410776846,42.23845221843059,4,BENIGN
443,99885,96.16657359548132,37.73136614063236,0,BENIGN
191,75729,63.49600455910331,93.63211539691568,3,BENIGN
93,52703,75.48378199408478,67.5140061149668,1,BENIGN
1183,82074,17.047793817391753,11.602268134816928,3,BENIGN
667,26499,40.94778530052039,4.22917492226812,3,DDoS
626,85482,42.26891133961895,56.46290509972631,0,BENIGN
1483,81344,82.18064439010868,93.01709654384246,4,DDoS
1485,76634,0.12366797594094425,84.42487024058184,2,DDoS
143,55206,30.085310835325508,67.58477464643364,3,BENIGN
293,30778,98.12363743443039,13.911584889108752,4,BENIGN
1290,76318,47.488654350621864,25.42313837486956,2,BENIGN
1175,63330,38.25262802440083,87.55112265526162,3,BENIGN
549,74155,11.982900201764634,18.280723665690047,2,BENIGN
138,56473,97.41646286280155,27.843940825043457,4,BENIGN
192,31580,2.002635592582447,12.960065119544195,1,BENIGN
953,85330,73.71802250072432,67.61082314144112,4,BENIGN
917,68936,76.85998047885084,94.39823053632097,0,BENIGN
377,72358,24.365671606386663,26.896803159538596,2,BENIGN
861,40086,67.15584436130374,47.54066078500737,1,BENIGN
1226,24260,9.292914437938993,63.43397397112043,2,BENIGN
996,85695,25.704726643207987,99.94662482156306,2,BENIGN
200,79211,78.7901988292265,10.480806499757211,3,BENIGN
840,65029,86.46861920335402,49.85707995057091,0,BENIGN
437,73606,60.84864126597913,38.51201199025,2,BENIGN
1340,35011,50.683843182048264,86.58201652223552,4,BENIGN
855,87227,15.93040206189803,47.59677310116559,4,BENIGN
1455,31921,6.310903307915017,11.097752458514808,3,BENIGN
1198,75139,11.764902847355863,63.44241452865836,0,BENIGN
1258,60635,22.735730009609878,77.07806182638798,0,BENIGN
440,84558,34.16745018969208,0.28812516656145926,4,BENIGN
679,12275,38.090952551098724,85.89566854206295,1,BENIGN
1096,54871,34.63217685890035,18.60230000056656,3,BENIGN
727,87025,23.90553321972656,55.20693646533778,3,BENIGN
499,66458,50.97242467516981,41.579750068745014,4,BENIGN
994,17427,82.52861082328968,71.96538166105304,4,BENIGN
509,47157,27.970353847147923,37.116161478574185,1,BENIGN
1438,6250,94.23870191022331,86.97631766817108,1,BENIGN
1085,4525,87.33366617238478,73.04963609587902,0,BENIGN
789,16132,16.176421135210962,64.77131710629214,3,BENIGN
77,2298,78.62759567570944,79.62405955628543,3,BENIGN
269,60600,57.458738231776664,75.40230349283823,4,BENIGN
1428,53494,56.65753621714186,3.5938674921553337,0,BENIGN
602,20179,39.10427630581744,39.47343538448281,3,BENIGN
477,36320,50.115299918200975,93.08072973164899,0,BENIGN
1346,41974,39.717877742921104,12.572426899222622,0,BENIGN
66,13959,53.97326187599428,73.70965504320512,4,DDoS
265,50560,62.795005277263584,97.45918113353297,0,BENIGN
1340,31519,67.43038064090484,5.219862904497163,1,BENIGN
837,8805,53.24811925594262,68.21938806266104,1,BENIGN
323,42980,72.14220673287318,46.815414130103036,2,BENIGN
918,23336,14.12780492755058,57.917525537472216,4,BENIGN
999,88055,21.198249090223854,8.534133648432485,2,BENIGN
492,85614,81.87350040742702,4.3006951866939485,1,BENIGN
1059,15458,32.252797784641515,66.68666605509218,2,BENIGN
855,99813,2.2893824976120247,82.33094298207179,4,BENIGN
698,95014,15.379114966803108,78.20153349329672,4,BENIGN
586,77018,22.361443449631125,54.38057278662374,0,BENIGN
1255,14696,95.73228878945872,9.986682113617817,3,BENIGN
1112,33672,57.30414289308493,68.80444438360138,0,BENIGN
56,78857,93.27307404762549,24.188888355414594,4,BENIGN
1235,1379,57.516335049662494,91.10687027673836,1,BENIGN
1283,63297,47.93544401378518,83.82653595457049,1,BENIGN
197,62616,31.372769119409604,70.93829670873909,0,BENIGN
516,7183,60.63709444333756,94.88459558311304,4,DDoS
1109,17871,13.919802461752983,3.142182151127293,1,BENIGN
1436,30075,89.82616272927059,73.6200425060762,4,BENIGN
557,45748,82.93324051412837,33.02427793364053,1,BENIGN
138,48385,31.753144787673705,90.60658856863652,4,BENIGN
1100,19163,95.27975276012943,26.66751966619776,2,BENIGN
319,67742,82.5200767415568,72.48564993150171,4,BENIGN
1412,90193,66.63068858350397,87.76470196507815,4,BENIGN
536,86243,12.17619111252748,4.165681838268243,0,BENIGN
341,37699,47.823402304807225,39.764757959203614,2,BENIGN
220,52020,50.61075548467508,76.23090320219387,3,BENIGN
646,28629,23.25513583653801,45.49188895075871,0,BENIGN
1162,36054,7.9965394359301945,26.72526297935953,3,BENIGN
739,27956,77.67236304716927,21.980534882319002,1,BENIGN
1032,2673,12.203505212439502,13.15182669163779,3,BENIGN
1179,78444,59.429075056177474,85.71295598562823,4,BENIGN
230,35467,93.64491738836605,57.5355403251556,3,BENIGN
292,99708,87.61051925980425,7.638494499145598,0,BENIGN
1020,60874,27.775262374926115,38.25803235706354,0,BENIGN
967,23852,85.14486375512654,36.77336508051099,3,BENIGN
1224,55129,0.03325061204894064,18.173919070946297,0,BENIGN
1319,17785,1.7687809613257222,43.550762547219065,0,BENIGN
1386,51793,60.255316384286495,33.209936539313645,3,BENIGN
167,56061,36.47982191445295,34.18037054921825,2,DDoS
57,77008,38.64608411591471,73.90265577879586,2,BENIGN
605,74632,56.44410906788825,22.32633855051963,1,BENIGN
609,82094,19.17824555918606,64.18599588553555,0,BENIGN
1386,56233,21.175535066547834,57.06496238809349,3,BENIGN
725,97525,48.46015870188647,56.809251233786725,0,BENIGN
665,61368,75.4253544343863,66.30073461417759,4,BENIGN
1351,92301,61.94977514075877,54.8382036195654,0,BENIGN
893,38343,29.73550482368389,87.92551148463846,0,DDoS
1001,57484,43.03371775089212,67.55800919502597,2,DDoS
194,31753,17.06647585499984,54.696325137138814,3,BENIGN
529,26757,7.462981433708171,82.97631202876448,0,BENIGN
1449,40052,78.26960407441493,60.61465649334797,2,BENIGN
824,22280,26.53874091881946,29.1144247785179,1,BENIGN
1167,97532,17.77663878512482,20.70949181765712,2,BENIGN
1456,78511,69.16180555693194,15.232778566267879,2,BENIGN
285,1722,61.8051674287186,89.94552125461016,2,BENIGN
1239,48856,63.318962601346406,71.01354317980658,0,BENIGN
1102,40909,22.889460484661363,93.73784381643208,0,BENIGN
798,16825,23.2645538562681,60.3291805714943,1,BENIGN
577,61496,22.080262978563916,47.34008814949126,4,BENIGN
960,51326,17.375259566229452,5.971648897088933,4,BENIGN
447,81282,65.57236725616563,67.16422815460298,4,BENIGN
564,82665,84.80158852494014,58.220875976823116,1,BENIGN
867,29502,72.43174696766613,99.02088935876215,4,BENIGN
942,4363,79.20936337605433,23.915877778224303,4,BENIGN
75,96623,40.479842908519984,53.073735528683585,2,BENIGN
724,46928,65.40757953719981,65.09573351180727,0,BENIGN
59,48024,35.42362404447745,64.45911747423436,0,DDoS
360,74282,52.550462196864004,56.12935429484027,2,BENIGN
551,93165,48.163484653486236,77.69280103272254,2,DDoS
439,59152,17.68871451438544,20.498120952681642,2,BENIGN
693,11764,38.70787603356308,72.56272002744159,0,BENIGN
1011,35837,96.3822275482351,61.97345714330892,4,BENIGN
510,89663,24.85802577149421,89.60751117945733,2,BENIGN
1206,29473,13.380373627948872,84.71944390335817,1,DDoS
1155,36497,41.85806216239353,31.514703913255325,2,BENIGN
1417,86245,79.03377358601482,27.623732497515306,3,BENIGN
873,38809,58.21482297799723,98.16533238524478,2,BENIGN
766,61220,68.09748272382446,52.726518091525655,0,BENIGN
893,19350,18.96948481746772,90.64209639144369,2,BENIGN
90,21272,61.894819300772156,16.38810237804822,3,BENIGN
614,11655,32.35003949114738,64.28189148001742,1,BENIGN
1253,87510,83.43033659547675,80.98601873605861,4,BENIGN
1188,78717,62.92988060107362,94.73952495864468,2,BENIGN
189,53376,19.885627777529592,33.73401410170235,3,BENIGN
353,57592,6.4616679844086145,72.49811699240524,3,BENIGN
609,53102,4.263320928703274,53.8813009039619,1,BENIGN
1405,89699,37.14085676501407,6.06289260664682,0,BENIGN
344,72455,26.585113665431347,68.99997373089434,2,BENIGN
721,91348,64.60901234625081,69.00965582378434,3,BENIGN
877,24862,49.933383497861826,93.0606804846537,1,BENIGN
1117,11146,26.60192780053807,49.73124461689724,4,DDoS
1042,97099,14.923777795017612,23.025092071051468,3,BENIGN
483,28869,12.71997626874496,4.456382344867915,1,BENIGN
652,53402,86.46603921404177,41.56421866859057,0,BENIGN
1032,23250,24.347796840486723,30.191670007750183,0,BENIGN
303,68347,65.17106479109684,76.10883060238756,3,BENIGN
1116,4953,81.06859279862663,35.426776484104664,3,DDoS
1043,94713,61.408131118473605,94.90711963148439,2,BENIGN
44,89499,85.95652316469457,96.23102029877842,1,BENIGN
1166,21892,39.23937215284745,62.090859021770804,3,BENIGN
1259,59229,95.62221906489484,92.86602870148829,2,BENIGN
813,74578,13.314500417809693,76.08543445144956,2,BENIGN
916,67398,10.21495296575381,54.68596409751262,3,BENIGN
1031,32087,65.86921462074436,18.030793542277813,0,BENIGN
923,15950,94.28311414132618,45.859794351384,1,BENIGN
1413,12212,80.8883461636328,56.087446336261756,1,BENIGN
86,24158,7.641685943805143,86.39615807350101,0,BENIGN
906,45520,27.936771393471638,48.133337653566485,3,BENIGN
862,38990,93.03188848378237,89.76746726779567,1,BENIGN
975,66117,25.305843280078456,67.43489790234689,3,BENIGN
695,47404,78.11704237869192,13.699906305367138,3,BENIGN
308,33021,82.51321959287039,99.4981369325093,2,BENIGN
409,1624,49.54521034609818,52.723266075391265,0,DDoS
675,15148,38.63489098483155,39.18582964090789,3,BENIGN
1169,35211,45.012443241975966,65.91137644695266,4,BENIGN
696,38004,22.696469436536415,10.889331398103907,0,BENIGN
159,55012,88.93909161288443,63.653864675335434,1,BENIGN
870,34108,45.06196567297579,49.82360004992729,2,BENIGN
1121,160,88.24594404560997,40.667406999858315,1,BENIGN
1409,74766,10.56934799062741,95.30200211788991,1,BENIGN
780,83659,98.82752710001313,52.25397167320532,0,BENIGN
156,55437,44.32730874436183,21.91174794699384,1,BENIGN
830,13450,4.783082039410546,45.896347937729864,3,BENIGN
1190,24454,3.8021848237454914,91.93874045726727,1,DDoS
1456,45286,74.62072574818386,17.609547133059465,2,BENIGN
1052,28245,65.90355342036808,21.39570386882369,2,BENIGN
1121,34120,80.21305581275875,1.3029567757083749,4,BENIGN
673,86223,10.536753395280595,1.419004939576718,2,BENIGN
552,75286,3.557086703554835,82.93916269585125,1,DDoS
841,85569,50.857928944757845,73.21226068429559,2,BENIGN
1159,20681,38.759523148276955,35.50410564519583,0,BENIGN
1181,89029,46.19469366709558,69.83111572275727,2,BENIGN
599,23151,99.1588408870274,39.52059263099702,3,BENIGN
527,51574,97.07499576706702,95.28967959978274,0,BENIGN
1300,91848,94.23153896731928,96.70526814260349,4,BENIGN
936,69726,78.38426767676738,39.27937758093434,3,BENIGN
1335,7060,35.48413602568904,85.4221906340868,1,BENIGN
1252,35872,41.21309302627716,77.30890416974661,1,BENIGN
743,21620,54.96160437189245,30.99999371717893,1,BENIGN
620,49581,83.05344564048399,23.2039828901106,3,BENIGN
829,36508,6.871283251826776,45.823465039283384,3,BENIGN
900,94106,42.429688588488816,78.13488406144063,3,BENIGN
286,57234,8.261766345926869,96.01677847287455,0,BENIGN
1139,20591,51.46575865735116,76.35790688665726,0,BENIGN
193,1441,89.89008240062354,85.520698501837,1,BENIGN
1498,44723,78.24849245639379,60.30643061705165,2,BENIGN
1036,90427,22.784241754310997,83.54078308421259,1,BENIGN
1149,438,97.59908495987925,78.44208580034177,4,BENIGN
736,71531,66.73503980464284,37.69855419262801,0,BENIGN
1348,12354,1.0427699397403067,55.19903021207211,3,BENIGN
1283,51960,25.541348468521953,80.47531219896949,0,BENIGN
1132,11444,26.071329991991654,4.605673418995638,3,BENIGN
1110,1850,6.9254306285859935,80.80792823558299,4,BENIGN
1048,54856,95.9826518075929,17.788812404902345,4,BENIGN
